txSignature,amount,instructionAction,instructionOrder,userAddress,timestamp,currencyName,currencyAddress,currencySymbol,currencyDecimals,senderAddress,sender.mintAccount,receiverAddress,receiver.mintAccount
Y8a7FJGS4sKgQU6QxzGtgVUrifP9LqwV61ePvxihiUaSMeDuzJ7y6GXBJ3qKZsKzq5bGCpTDzwhpTmjUyUbV9gu,5.0,transfer,2-0,6URLeD6czi8N8TExZKwd7yKpC8w41qNNjiDmkEnEKrmR,2022-03-07T09:38:02Z,Solana,-,SOL,9,5p1koBdhC6bJJtN3MuTCvZgYrfQ3B2RPcrhQTbAjGYTw,5p1koBdhC6bJJtN3MuTCvZgYrfQ3B2RPcrhQTbAjGYTw,74hxw9JMxAexRSSmuuFLi7Bmpna9KQpVdAiwgDDeSYuw,74hxw9JMxAexRSSmuuFLi7Bmpna9KQpVdAiwgDDeSYuw
Yx2eEZNx1xL8TbWLCBrnRHzXVL8emGUpxXyXmerowQY5biSBRtu1ou2BUvokoEwPt3tzVSFzFtPhNjuymhSX3ee,5.360994787,transfer,0-0,EyMuiRSCwR1FSTCSW8BYLsU71knHTq6d24pUqg6bwi4s,2022-03-22T05:46:02Z,Marinade staked SOL (mSOL),mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,mSOL,9,6asST5hurmxJ8uFvh7ZRWkrMfSEzjEAJ4DNR1is3G6eH,Bm8ju1pbvvCqnMs2aC9BKrdUSVEdBLTBvAuMG34BVhDY,EyMuiRSCwR1FSTCSW8BYLsU71knHTq6d24pUqg6bwi4s,ErD5nK6GsHgwNXTNgdHKpBieSdp56ZtzTvGULD17aB58
dETH9PRrJ6z1tb9WWwS4Q2dLQkyvNvVtiCtD4BswbfppUuWhr9AL5W4spcEW4Gm3H4WtaUKESRFrCYPdWMoymGR,8.334,transfer,2-0,A5YRsM7sSkea4ZiUXnETg5vx3jyVgm82LrX3AhFJqj9u,2022-03-09T04:24:13Z,Solana,-,SOL,9,5GHuBr9njP3KBqXYS7KWRX6z97eYCmqBpn7b5Ae4jeWj,5GHuBr9njP3KBqXYS7KWRX6z97eYCmqBpn7b5Ae4jeWj,GspiPXmmSaNKsvQ87WnKtvpcEX1ycQNXjSiSaySJiLFA,GspiPXmmSaNKsvQ87WnKtvpcEX1ycQNXjSiSaySJiLFA
eSndgWkCf33hA3nWEbhpBJqvKmGAadFaTHgDQMiWN5J3J4FQBRXdzn9q7LEQHHfXvkmNBaR7w5D8GyEpRy7xW39,30.0,transfer,0-0,E6gtYUmFLbfiEMyeHa9uQpoyS1bqH2Zi3SKYvTALkdvQ,2022-03-13T12:27:07Z,LUNA (Wormhole),F6v4wfAdJB8D8p77bMXZgYt8TDKsYxLYxH5AFhUkYx9W,LUNA,6,5oV1Yf8q1oQgPYuHjepjmKFuaG2Wng9dzTqbSWhU5W2X,8ZS2HRHU2fy1TGvUTrbtdBXo3hxhgPnGiUMxUGiv5YfX,E6gtYUmFLbfiEMyeHa9uQpoyS1bqH2Zi3SKYvTALkdvQ,CboqcHvFL5F95eJjZJJK6qK7fv9AmWRyoM1hx7yViP6C
fxuiRPR3pks52hgu9HhPjPW2BA2U8JvhV6tD9gafqkoq64EZGTRyTzFofxuEkgYh4XM16xqSCSR9o4DwSnKjsc2,1008.399429,transfer,0-0,E4ps7WZnXL6DgyLpQcFZti5Zf5xDKQKSv7V444m8KZYU,2022-03-21T01:59:08Z,UST (Wormhole),9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i,UST,6,5kA7FPiB3t2X5s65dK1AoEu5asDjC5d7f5vaB4iY2yrj,69Znv2Lj1XbaSWx5B8grnF7UKG1vG14B3XtKPGA6GrXP,E4ps7WZnXL6DgyLpQcFZti5Zf5xDKQKSv7V444m8KZYU,tHSniuPXPTdtKorYjeX2K9QkAgbcra9eEGc1eRbFFQH
g4rEedHb8U6gusn7CD4MQsw6XvvEUAMENnCpECVmrVC4zFLUxjxh3YWfe7bSUjxrrhCS3ftwCuHaLbRGTW6B8Y5,10000.0,transfer,0-0,2X8R9mhH4cG22XQBq97x28YtHKJ6C2TH9ADEa6CnzAfB,2022-03-18T02:42:12Z,USD Coin,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,BThMeTgWZBoBbAzp9sK9T7gQzpQDQdRQUVLtVQ3781q1,EvWvbtqdaPXFwd7G6S8aUzQvG2JEnHyjVW1mWQRrRG2q,2X8R9mhH4cG22XQBq97x28YtHKJ6C2TH9ADEa6CnzAfB,Ft5tdFnGwmGQXtAdMCLmSW31wfHmCWJxp44qEgk6rD4w
gni6NovvPALJEavEtScKEserJ1vMPDS8BvVhkx6nuen1yw63F2x5oeENqcx3S47SghFGoZAKg4rMcKaFC5WoUTR,0.1005,transfer,0-0,58gM66JNjhPb5morv9vo4ZRcfZSzdSUZ9zYtmy5yFrCj,2022-03-25T02:53:12Z,Wrapped Bitcoin (Sollet),9n4nbM75f5Ui33ZbPYXn59EwSgE8CGsHtAeTH5YFeJ9E,BTC,6,DA1M8mw7GnPNKU9ReANtHPQyuVzKZtsuuSbCyc2uX2du,3LWwNVeYGRspS6JTmcEWVoD3yVmVps9ELceq77pTv3jj,58gM66JNjhPb5morv9vo4ZRcfZSzdSUZ9zYtmy5yFrCj,FfDVxWaiw7rsjhc2qVhtDekpCVtaYVy7eGgmsZb3K8rJ
hSkazFoBVKPMPpRuu8AyLUdfVd7Qr7PWcMw9AiF8GiE2soA16JDDawXJqe362CcuWdB61815aaMmqzrx3WDRZqE,30.0,transfer,0-0,E6gtYUmFLbfiEMyeHa9uQpoyS1bqH2Zi3SKYvTALkdvQ,2022-03-12T02:13:22Z,LUNA (Wormhole),F6v4wfAdJB8D8p77bMXZgYt8TDKsYxLYxH5AFhUkYx9W,LUNA,6,5oV1Yf8q1oQgPYuHjepjmKFuaG2Wng9dzTqbSWhU5W2X,8ZS2HRHU2fy1TGvUTrbtdBXo3hxhgPnGiUMxUGiv5YfX,E6gtYUmFLbfiEMyeHa9uQpoyS1bqH2Zi3SKYvTALkdvQ,CboqcHvFL5F95eJjZJJK6qK7fv9AmWRyoM1hx7yViP6C
iHrWtiJWwBWYS38pDaWo7ZZS316d5b8eupAjYFTpxPnqsda3XUNPsZUSPFYpjfqud5XKwZGpxA14QC9YWRmg5bd,1000.0,transfer,2-0,7FkVHPNHTJ8Kz361kus3pVBwGEnoKGy3KfJJQ1QfHv7,2022-03-17T13:43:09Z,Solana,-,SOL,9,5ULG3a8SeNX4z9ZGLLTRaM7gZc2txuQZeMi6bYdRVRZ9,5ULG3a8SeNX4z9ZGLLTRaM7gZc2txuQZeMi6bYdRVRZ9,EGw48gTy5gTMfeps7DpfenehrTdknWyanPE4udu5TLLH,EGw48gTy5gTMfeps7DpfenehrTdknWyanPE4udu5TLLH
idFeF6EQbavC5jxvG79bdtKoktXurL9eFEk9kfA8YEHygjNokkPoTofdRSnWJuYPmF3KxVSMjm7UKdcxqvv2zDx,20.0,transfer,0-0,GDhhTXZN7fcS1smxRYviyDFu7hKnhwfFsSpFojp86Xaw,2022-03-19T22:15:32Z,USD Coin,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,BThMeTgWZBoBbAzp9sK9T7gQzpQDQdRQUVLtVQ3781q1,EvWvbtqdaPXFwd7G6S8aUzQvG2JEnHyjVW1mWQRrRG2q,GDhhTXZN7fcS1smxRYviyDFu7hKnhwfFsSpFojp86Xaw,8GTJkC4KyUFY2eWCbECJ35vLaN73qKhLnoocJngbM11g
k45ums77vjT9rr5xW1vxZv2CY4vsR11DNYLzQt6FLz93ePGtz8rB6F3XYezCBYYEbEciY7vfGqrZRQr4u3gEBid,0.193201986,transfer,0-0,2cS6syQXkWr3ZQKiMiBaixR6mqUSjwMB5YR9AEw4Xax1,2022-03-05T21:51:24Z,Marinade staked SOL (mSOL),mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,mSOL,9,6asST5hurmxJ8uFvh7ZRWkrMfSEzjEAJ4DNR1is3G6eH,7a6MZi7xmBkPf7jbDnZZN8Kpi5K6r87W1ftzFsdp2BfC,2cS6syQXkWr3ZQKiMiBaixR6mqUSjwMB5YR9AEw4Xax1,9HSHq8PkwmmDTF3jSTXsqmTpEtv3A3FunCJGcV9GNgM7
n4y6HzNMCwxYhKr2kVHdAC7S26L6Ry5Z5WjG2G3wrpjQrjNjtATn9NHNAivtPjxVWi8dDWvNMGtA7gJi84HdJq1,5.732746,transfer,0-0,3BLWGrSbHqAZtNzQz7j4sdWYsgixE6yyxBB7iGFtMGVb,2022-03-23T00:15:49Z,USD Coin,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,6Nkc8MEiz3WLz1xthYitmSuy3NGwn7782upRHo2iFmXK,CSbP824yiNVevVsJVHwpov2AgCf2McCLiFyKGjUTd9qr,3BLWGrSbHqAZtNzQz7j4sdWYsgixE6yyxBB7iGFtMGVb,9hmQ7T24wgwpdTWpbfuQHKsFuGZjGq1ZAJanwgn5U3QW
nRxE4A2ANFepDxgi6p8YyWZLt8AqtkY3fzxEtFSHLnyWt5LjMv8gC8uTYzHdmJmYkAfYofkKpHkwnN1oR9D3awK,11073.556339,transfer,0-0,2RbKZjkqrEUFPTxCc4DDg7ZaWW8QxftKuuQ9W44YvGcK,2022-03-25T00:37:13Z,USD Coin,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,BThMeTgWZBoBbAzp9sK9T7gQzpQDQdRQUVLtVQ3781q1,EvWvbtqdaPXFwd7G6S8aUzQvG2JEnHyjVW1mWQRrRG2q,2RbKZjkqrEUFPTxCc4DDg7ZaWW8QxftKuuQ9W44YvGcK,CMaCbhEd3SuZEfQeJ4D3oGHtN2D22nGiHLnixJDTXLA1
oS2kivDXhXgDWPsSDAu6KVe3dixYzM12dBnJHogMtb8LcgcYVfSghhL5gdMhvYT4ysEsUwdj8MPE5B4UQQhJWYi,126.009452,transfer,0-0,EHWCVPPek2kt512pn6JQDKMdZ7R91gLad24dthVYjUQo,2022-03-15T16:27:49Z,Saber Protocol Token,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,SBR,6,BH7Jg3f97FyeGxsPR7FFskvfqGiaLeUnJ9Ksda53Jj8h,9zX7FLY7RAahTbRYxiK2oLueRhoXKv5i9sZV61zVJj7B,EHWCVPPek2kt512pn6JQDKMdZ7R91gLad24dthVYjUQo,DVTyy4rFFPcjiPgUggdzUbRqtJkKDr5J7P7jrHsNTyVR
of7echA1qVws6RrNDktzwgw7v1aaSgJMHWbXzsCKmFxkshZyPsVDbPHpASyFoNqRESPPKbX7XhRvznK2MGYWrbX,158.226544,transfer,0-0,HtkkRAayT7nCMRp4LcR8GFTbGZVuJvwSgHdS8j2F3a5X,2022-03-21T15:07:51Z,Saber Protocol Token,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,SBR,6,BH7Jg3f97FyeGxsPR7FFskvfqGiaLeUnJ9Ksda53Jj8h,45NeXayPBdfZYWcoZPdv3sQeXoYVS5GcHRWP4MHXBSHY,HtkkRAayT7nCMRp4LcR8GFTbGZVuJvwSgHdS8j2F3a5X,BHGHSGjFrYgY8ypXuhrVepZutM7oxFq6ZDJJzUbrBmfT
ofzYdMiSo49bsW8zjM7SRna9dje7J2mS4RtKUbbdBcZfaVAFgNhNHk4UyPB8uo23a4b1DwHaFQrMNPhGxhhu2qj,50.0,transfer,2-0,GH4KFt6tiTGFLgi6KiFK8uPPVyYXg99hmCLeEWXjX5nP,2022-03-25T02:22:01Z,Solana,-,SOL,9,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,28TsxqZQkGmbVGji77zSmuXv6ovYbd3hpkcTn1dEiC4F,28TsxqZQkGmbVGji77zSmuXv6ovYbd3hpkcTn1dEiC4F
qC7A59hfu2GymLhhdvWTjeoYUUAwEGmVrRJ3ZX4D1p1YfBGkSVKhhyRPFS2eB4C295Ht5nbaAPfEcFG1MFp7kVB,20.0,transfer,2-0,E6gtYUmFLbfiEMyeHa9uQpoyS1bqH2Zi3SKYvTALkdvQ,2022-03-13T12:30:12Z,Solana,-,SOL,9,5ULG3a8SeNX4z9ZGLLTRaM7gZc2txuQZeMi6bYdRVRZ9,5ULG3a8SeNX4z9ZGLLTRaM7gZc2txuQZeMi6bYdRVRZ9,2FVYA7VpJJBKwKZtdC3CtwJn27Somg4ANTtocrewNea8,2FVYA7VpJJBKwKZtdC3CtwJn27Somg4ANTtocrewNea8
uLLRPKQFD9byUyXTTV9mG6YzG4xhnnm778vt9bvSdmSho7BV6vm1Wi63D7R2gw4F4NWhUtBEbzH5QsGwznR4NWh,1500.0,transfer,0-0,6CiT4o1XgXwBwy3p2wVALXVyLNkjctxJB1GxHqPpuTCh,2022-03-21T08:56:42Z,Saber Protocol Token,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,SBR,6,BH7Jg3f97FyeGxsPR7FFskvfqGiaLeUnJ9Ksda53Jj8h,45NeXayPBdfZYWcoZPdv3sQeXoYVS5GcHRWP4MHXBSHY,6CiT4o1XgXwBwy3p2wVALXVyLNkjctxJB1GxHqPpuTCh,3A64L4wcbUwycPkwQV9Xu8iiMXDrQLVrviJS43PrbEMi
